DefendantID,BondPowerNumber,PrintDate,LastPaymentDate,TotalBilled,TotalReceived,AccountBalance,BondBalance,CustomersLastName,CustomersFirstName,CustomersSSN,CustomersAddress1,CustomersCity,CustomersState,CustomersZIP,CustomersDOB,CustomersPhone,CustomersEMail,CustomerCompleteAddress,CosignersLastName,CosignersFirstName,CosignersSSN,CosignersAddress1,CosignersCity,CosignersState,CosignersZIP,CosignersCompleteAddress,CosignersDOB,CosignersPhone,CosignersEmail,PlanAmount,Frequency,PaymentDueDate,NextPaymentDueAmount,LastPaymentAmount,BondDate,EmployerName,Occupation,EmployerAddress,EmployerCity,EmployerStateID,EmployerZip,EmployerPhone,LengthOfEmployment,OwnerName,InsurerName,Total_Premium,Total_AR,Relationship,BondAmount,FullName
2700047,FCS545-5606274,09/01/2025,03/03/2012,1500,1374,126,126,Gonzalez,Christopher,472-75-3621,610 Cedar Ln,Washington,DC,20001,04/24/1989,(235) 329-2101,christopher.gonzalez47@mail.com,HOME 610 Cedar Ln Washington DC 20001,,,,,,,,,,,,350,Bi-Weekly,2023-01-10,350,290,03/30/2016,Main St Manufacturing,Driver,7471 Forest Ave,Jacksonville,FL,32099,(654) 981-2259,18 years,OWNER NAME LLC,National Bonding,1200,815,Co-signer,90000,Christopher Gonzalez
2700048,FCS355-2903351,12/13/2023,01/22/2015,6000,4241,1759,1759,Robinson,Richard,675-25-5288,4364 Walnut St,San Antonio,TX,78201,08/15/1975,(910) 702-4279,richard.robinson48@example.com,HOME 4364 Walnut St San Antonio TX 78201,Anderson,John,276-66-2438,5336 Forest Ave,Nashville,TN,37201.0,HOME 5336 Forest Ave Nashville TN 37201,10/28/1945,(763) 755-5757,john.anderson96@testmail.com,200,Weekly,2024-11-09,200,179,01/13/2023,United Legal Group,Customer Service,8435 Lakeview Dr,Houston,TX,77001,(405) 342-4878,15 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,1800,1172,Co-signer,100000,Richard Robinson
2700049,FCS922-3177199,08/04/2025,10/26/2012,1500,633,867,867,Thompson,Richard,836-71-9612,6830 Spruce St,Denver,CO,80014,08/13/1956,(328) 524-2215,richard.thompson49@dummyemail.com,HOME 6830 Spruce St Denver CO 80014,,,,,,,,,,,,350,Monthly,2025-10-20,350,282,01/21/2023,Main St Manufacturing,Manager,2214 Spruce St,Indianapolis,IN,46201,(256) 327-9488,4 years,PRIMARY OWNER INC,ABC Insurance Co.,900,330,Friend,90000,Richard Thompson
2700050,FCS631-5765539,02/05/2024,07/03/2016,2000,1300,700,700,Rodriguez,Sarah,228-90-5961,8840 Pine Ave,Indianapolis,IN,46201,02/16/1965,(806) 794-3526,sarah.rodriguez50@mail.com,HOME 8840 Pine Ave Indianapolis IN 46201,,,,,,,,,,,,350,Weekly,2021-02-09,350,14,10/16/2016,St. Francis Sr. Residence (NLE),Waiter,4436 Washington St,Oklahoma City,OK,73101,(785) 626-1496,15 years,PRIMARY OWNER INC,United Surety,1500,501,Sibling,90000,Sarah Rodriguez
2700051,FCS564-2224284,10/22/2025,03/24/2012,1800,900,900,900,Thomas,Susan,575-36-6573,2453 Ridgeway Dr,Nashville,TN,37201,08/25/1978,(951) 553-7532,susan.thomas51@mail.com,HOME 2453 Ridgeway Dr Nashville TN 37201,,,,,,,,,,,,150,Bi-Weekly,2022-03-27,150,119,04/03/2017,Acme Corp,Warehouse Worker,4161 Cedar Ln,Houston,TX,77001,(251) 497-7293,19 years,UNITED LEGAL GROUP,ABC Insurance Co.,900,833,Co-signer,150000,Susan Thomas
2700052,FCS838-6246485,05/29/2024,06/17/2014,6000,4216,1784,1784,Thomas,Joseph,415-73-1379,1575 Birch St,Indianapolis,IN,46201,01/08/1991,(446) 420-6781,joseph.thomas52@example.com,HOME 1575 Birch St Indianapolis IN 46201,Martin,Jessica,769-96-8710,4781 2nd St,New York,NY,10001.0,HOME 4781 2nd St New York NY 10001,08/23/1949,(641) 337-5333,jessica.martin104@testmail.com,400,Bi-Weekly,2021-02-17,400,205,06/15/2016,Main St Manufacturing,Plumber,3289 Forest Ave,Seattle,WA,98101,(495) 275-7329,16 years,UNITED LEGAL GROUP,National Bonding,1200,243,Sibling,50000,Joseph Thomas
2700053,FCS503-7261229,10/29/2024,05/25/2023,3000,590,2410,2410,Martin,Michael,621-61-9193,759 Oak St,Los Angeles,CA,90001,04/18/1962,(930) 541-8761,michael.martin53@emailtest.org,HOME 759 Oak St Los Angeles CA 90001,,,,,,,,,,,,200,Bi-Weekly,2024-04-25,200,81,09/14/2017,Global Services LLC,Dietary Aide,5002 3rd St,Austin,TX,73301,(719) 721-9721,15 years,PRIMARY OWNER INC,Liberty Bonds Co.,500,188,Co-signer,50000,Michael Martin
2700054,FCS526-6161977,10/21/2025,12/30/2024,1000,611,389,389,Rodriguez,Jessica,771-84-4728,941 3rd St,San Francisco,CA,94101,04/19/1965,(736) 844-7229,jessica.rodriguez54@mail.com,HOME 941 3rd St San Francisco CA 94101,,,,,,,,,,,,250,Monthly,2024-02-02,250,242,09/27/2023,St. Francis Sr. Residence (NLE),Chef,410 Walnut St,Austin,TX,73301,(628) 355-7765,6 years,UNITED LEGAL GROUP,National Bonding,1800,965,Spouse,75000,Jessica Rodriguez
2700055,FCS631-4478616,06/13/2025,03/05/2018,6000,4304,1696,1696,Hernandez,Richard,277-68-9734,5708 2nd St,Jacksonville,FL,32099,09/19/1973,(824) 695-4150,richard.hernandez55@mail.com,HOME 5708 2nd St Jacksonville FL 32099,Davis,Elizabeth,404-46-4396,8111 Ridgeway Dr,San Francisco,CA,94101.0,HOME 8111 Ridgeway Dr San Francisco CA 94101,04/17/1971,(773) 938-5480,elizabeth.davis110@testmail.com,150,Weekly,2024-09-02,150,139,02/21/2020,Global Services LLC,Customer Service,2499 Hillcrest Rd,Los Angeles,CA,90001,(494) 931-2294,11 years,UNITED LEGAL GROUP,United Surety,1500,438,Friend,150000,Richard Hernandez
2700056,FCS377-5557052,04/05/2024,05/02/2013,12000,9614,2386,2386,Davis,Linda,151-95-9700,3797 Lakeview Dr,Los Angeles,CA,90001,12/28/1958,(623) 538-8739,linda.davis56@example.com,HOME 3797 Lakeview Dr Los Angeles CA 90001,,,,,,,,,,,,200,Monthly,2023-12-19,200,40,06/11/2020,Global Services LLC,Administrative Assistant,3367 Hillcrest Rd,Austin,TX,73301,(492) 861-1969,2 years,OWNER NAME LLC,National Bonding,500,467,Sibling,100000,Linda Davis
2700057,FCS957-3949245,12/24/2023,10/16/2019,6000,1526,4474,4474,White,Sandra,396-14-1151,4988 3rd St,Washington,DC,20001,08/18/1959,(543) 491-8444,sandra.white57@emailtest.org,HOME 4988 3rd St Washington DC 20001,,,,,,,,,,,,200,Weekly,2023-07-03,200,69,01/16/2018,St. Francis Sr. Residence (NLE),Receptionist,2762 Walnut St,Boston,MA,2101,(463) 935-4050,0 years,PRIMARY OWNER INC,United Surety,1800,1381,Friend,75000,Sandra White
2700058,FCS725-7802999,01/27/2025,06/11/2022,3000,355,2645,2645,Perez,Richard,197-33-3303,7922 Ridgeway Dr,San Diego,CA,92101,08/12/1950,(467) 592-4858,richard.perez58@dummyemail.com,HOME 7922 Ridgeway Dr San Diego CA 92101,,,,,,,,,,,,350,Bi-Weekly,2024-02-22,350,293,01/04/2016,Acme Corp,Customer Service,3971 Oak St,El Paso,TX,79901,(321) 676-6026,5 years,UNITED LEGAL GROUP,National Bonding,1200,240,Employer,90000,Richard Perez
2700059,FCS729-4705235,06/28/2024,11/18/2013,6000,1254,4746,4746,White,Joseph,720-57-7813,9098 Cherry Ln,Oklahoma City,OK,73101,03/23/1998,(880) 423-5054,joseph.white59@emailtest.org,HOME 9098 Cherry Ln Oklahoma City OK 73101,,,,,,,,,,,,150,Weekly,2023-05-20,150,135,10/10/2023,Acme Corp,Nurse,9343 Maple Ave,Los Angeles,CA,90001,(760) 717-4312,18 years,OWNER NAME LLC,ABC Insurance Co.,1200,1065,Mother,50000,Joseph White
2700060,FCS796-4446065,07/06/2025,11/06/2021,1500,1045,455,455,Sanchez,Joseph,156-68-3161,8509 Spruce St,Charlotte,NC,28201,08/04/2000,(259) 772-8575,joseph.sanchez60@testmail.com,HOME 8509 Spruce St Charlotte NC 28201,,,,,,,,,,,,400,Bi-Weekly,2025-06-16,400,1,03/30/2024,United Legal Group,Waiter,1296 Oak St,Columbus,OH,43085,(552) 917-2044,17 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",1500,64,Employer,100000,Joseph Sanchez
2700061,FCS284-3272119,09/03/2025,05/16/2025,4500,3067,1433,1433,Gonzalez,Mark,559-58-7154,1414 2nd St,Phoenix,AZ,85001,03/14/1981,(321) 382-9802,mark.gonzalez61@dummyemail.com,HOME 1414 2nd St Phoenix AZ 85001,,,,,,,,,,,,250,Monthly,2025-02-12,250,5,03/25/2019,Global Services LLC,Plumber,7048 2nd St,Fort Worth,TX,76101,(435) 453-8546,11 years,OWNER NAME LLC,United Surety,900,896,Parent,50000,Mark Gonzalez
2700062,FCS928-8033690,08/07/2025,03/28/2011,2000,422,1578,1578,Brown,John,708-14-8314,9894 Oak St,San Diego,CA,92101,12/20/1953,(611) 649-4839,john.brown62@emailtest.org,HOME 9894 Oak St San Diego CA 92101,Harris,Margaret,157-27-9255,4839 Lakeview Dr,Detroit,MI,48201.0,HOME 4839 Lakeview Dr Detroit MI 48201,09/07/1991,(526) 791-6253,margaret.harris124@mail.com,300,Monthly,2024-07-31,300,266,05/12/2018,Global Services LLC,Accountant,4608 Oak St,Seattle,WA,98101,(805) 952-3869,20 years,UNITED LEGAL GROUP,National Bonding,1500,96,Co-signer,100000,John Brown
2700063,FCS904-9799030,10/08/2024,03/22/2020,4500,1222,3278,3278,Gonzalez,Elizabeth,288-78-8758,4048 Lakeview Dr,San Jose,CA,95101,12/14/1962,(674) 259-7761,elizabeth.gonzalez63@dummyemail.com,HOME 4048 Lakeview Dr San Jose CA 95101,,,,,,,,,,,,200,Bi-Weekly,2022-03-29,200,65,02/28/2018,Acme Corp,Nurse,7469 Forest Ave,Chicago,IL,60601,(748) 941-4120,1 years,PRIMARY OWNER INC,Liberty Bonds Co.,1800,1234,Spouse,50000,Elizabeth Gonzalez
2700064,FCS292-4640933,03/21/2025,07/28/2015,3000,1241,1759,1759,Smith,Sandra,316-34-2922,7946 Lakeview Dr,Nashville,TN,37201,05/07/1968,(606) 445-6269,sandra.smith64@testmail.com,HOME 7946 Lakeview Dr Nashville TN 37201,,,,,,,,,,,,350,Bi-Weekly,2022-05-06,350,184,08/19/2021,Global Services LLC,Warehouse Worker,1715 Cherry Ln,Oklahoma City,OK,73101,(527) 408-7073,10 years,UNITED LEGAL GROUP,"Financial Casualty & Surety, Inc.",1800,1769,Friend,75000,Sandra Smith
2700065,FCS116-5375063,06/05/2025,12/26/2023,12000,11796,204,204,Martinez,Susan,256-35-6404,3868 Birch St,Denver,CO,80014,01/18/1972,(711) 763-6530,susan.martinez65@testmail.com,HOME 3868 Birch St Denver CO 80014,,,,,,,,,,,,500,Weekly,2024-06-23,500,378,05/20/2021,Global Services LLC,Manager,5870 Elm St,Phoenix,AZ,85001,(937) 759-9000,5 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,500,429,Parent,50000,Susan Martinez
2700066,FCS882-1107102,01/12/2025,12/20/2013,2000,139,1861,1861,Jones,Daniel,109-37-9285,7571 Forest Ave,Los Angeles,CA,90001,05/08/1993,(875) 699-1257,daniel.jones66@example.com,HOME 7571 Forest Ave Los Angeles CA 90001,,,,,,,,,,,,400,Monthly,2020-12-21,400,271,12/25/2023,Acme Corp,Plumber,4797 Main St,Indianapolis,IN,46201,(914) 890-8054,5 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",1800,304,Friend,75000,Daniel Jones
2700067,FCS734-9832465,08/01/2024,11/01/2018,2500,1625,875,875,Lopez,John,515-68-4984,3800 Hillcrest Rd,El Paso,TX,79901,03/26/1957,(869) 865-1519,john.lopez67@example.com,HOME 3800 Hillcrest Rd El Paso TX 79901,,,,,,,,,,,,400,Weekly,2023-07-19,400,28,01/09/2023,St. Francis Sr. Residence (NLE),Manager,1454 Cherry Ln,Columbus,OH,43085,(860) 539-2562,16 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,900,888,Sister,100000,John Lopez
2700068,FCS377-1781180,02/01/2024,03/04/2017,9000,539,8461,8461,Robinson,Jennifer,422-12-4394,9717 Cedar Ln,Oklahoma City,OK,73101,09/25/1985,(278) 506-3661,jennifer.robinson68@emailtest.org,HOME 9717 Cedar Ln Oklahoma City OK 73101,Ramirez,Anthony,498-96-9856,5535 Birch St,Oklahoma City,OK,73101.0,HOME 5535 Birch St Oklahoma City OK 73101,07/21/1952,(905) 941-2284,anthony.ramirez136@emailtest.org,350,Monthly,2021-06-05,350,223,06/26/2018,St. Francis Sr. Residence (NLE),Receptionist,9858 Birch St,Oklahoma City,OK,73101,(534) 230-5478,14 years,UNITED LEGAL GROUP,ABC Insurance Co.,1200,1132,Sibling,100000,Jennifer Robinson
2700069,FCS290-7376562,02/12/2024,10/04/2024,2500,1009,1491,1491,Williams,Daniel,184-44-3526,6325 Cedar Ln,Detroit,MI,48201,12/15/1984,(524) 569-2745,daniel.williams69@example.com,HOME 6325 Cedar Ln Detroit MI 48201,Anderson,Elizabeth,468-44-2674,2270 Pine Ave,Philadelphia,PA,19101.0,HOME 2270 Pine Ave Philadelphia PA 19101,08/31/1978,(659) 770-9395,elizabeth.anderson138@dummyemail.com,150,Monthly,2021-05-19,150,90,02/05/2022,St. Francis Sr. Residence (NLE),Dietary Aide,9898 Ridgeway Dr,Fort Worth,TX,76101,(212) 498-7779,12 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,900,585,Father,75000,Daniel Williams
2700070,FCS801-7387623,05/08/2024,12/31/2013,2500,1233,1267,1267,Thomas,William,249-18-3739,7221 Sunset Blvd,Columbus,OH,43085,11/22/1976,(695) 278-6916,william.thomas70@testmail.com,HOME 7221 Sunset Blvd Columbus OH 43085,,,,,,,,,,,,500,Weekly,2024-05-02,500,100,01/06/2021,St. Francis Sr. Residence (NLE),Driver,5091 Main St,Fort Worth,TX,76101,(540) 835-7224,10 years,UNITED LEGAL GROUP,United Surety,1500,1333,Sister,75000,William Thomas
2700071,FCS407-6379868,07/26/2025,05/23/2015,6000,2573,3427,3427,Gonzalez,Jennifer,426-47-9044,9535 Lakeview Dr,Austin,TX,73301,09/27/1983,(487) 602-6980,jennifer.gonzalez71@example.com,HOME 9535 Lakeview Dr Austin TX 73301,,,,,,,,,,,,250,Weekly,2023-12-09,250,46,07/12/2023,Main St Manufacturing,Retail Clerk,7663 Washington St,Charlotte,NC,28201,(498) 909-2133,13 years,UNITED LEGAL GROUP,ABC Insurance Co.,1200,495,Employer,75000,Jennifer Gonzalez
2700072,FCS832-8098909,12/07/2024,07/17/2012,6000,4898,1102,1102,Jackson,Jessica,510-78-9300,6953 2nd St,Los Angeles,CA,90001,04/04/1982,(918) 749-2392,jessica.jackson72@example.com,HOME 6953 2nd St Los Angeles CA 90001,,,,,,,,,,,,350,Monthly,2024-07-04,350,313,05/18/2016,Main St Manufacturing,Mechanic,5532 Spruce St,Houston,TX,77001,(210) 300-5239,7 years,OWNER NAME LLC,Liberty Bonds Co.,1200,801,Mother,150000,Jessica Jackson
2700073,FCS807-9396422,04/19/2024,08/15/2018,1000,494,506,506,Martinez,Patricia,525-20-2901,2421 Forest Ave,San Jose,CA,95101,10/11/1980,(666) 411-9537,patricia.martinez73@dummyemail.com,HOME 2421 Forest Ave San Jose CA 95101,,,,,,,,,,,,150,Bi-Weekly,2024-12-04,150,115,06/17/2019,St. Francis Sr. Residence (NLE),Accountant,832 Maple Ave,New York,NY,10001,(551) 863-2791,5 years,OWNER NAME LLC,National Bonding,900,565,Sibling,90000,Patricia Martinez
2700074,FCS673-8153291,03/04/2025,02/01/2016,4500,1511,2989,2989,Lee,Jennifer,773-65-7481,578 4th St,San Antonio,TX,78201,05/02/1990,(806) 639-7370,jennifer.lee74@example.com,HOME 578 4th St San Antonio TX 78201,,,,,,,,,,,,250,Bi-Weekly,2025-02-04,250,180,12/13/2024,St. Francis Sr. Residence (NLE),Waiter,1767 2nd St,Philadelphia,PA,19101,(574) 533-4228,14 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,1500,1080,Co-signer,150000,Jennifer Lee
2700075,FCS497-7585795,07/10/2025,06/12/2013,3000,1441,1559,1559,Anderson,Margaret,732-32-5873,9769 Pine Ave,El Paso,TX,79901,01/07/1962,(520) 320-4908,margaret.anderson75@testmail.com,HOME 9769 Pine Ave El Paso TX 79901,Thompson,Barbara,244-75-7364,6952 4th St,Phoenix,AZ,85001.0,HOME 6952 4th St Phoenix AZ 85001,07/27/1991,(592) 633-4043,barbara.thompson150@dummyemail.com,200,Weekly,2021-10-24,200,125,02/14/2019,United Legal Group,Manager,5254 Walnut St,Washington,DC,20001,(254) 567-1157,15 years,OWNER NAME LLC,ABC Insurance Co.,1500,1150,Father,100000,Margaret Anderson
2700076,FCS518-9249791,01/15/2025,11/03/2020,6000,1370,4630,4630,Jackson,John,131-38-5785,635 Sunset Blvd,San Diego,CA,92101,03/26/1998,(495) 372-8492,john.jackson76@emailtest.org,HOME 635 Sunset Blvd San Diego CA 92101,,,,,,,,,,,,500,Weekly,2023-09-29,500,57,04/21/2022,St. Francis Sr. Residence (NLE),Software Engineer,8998 Forest Ave,Seattle,WA,98101,(974) 242-8231,17 years,OWNER NAME LLC,Liberty Bonds Co.,500,376,Friend,90000,John Jackson
2700077,FCS995-1540736,02/19/2025,10/11/2016,3000,356,2644,2644,Ramirez,Joseph,220-40-4438,9732 Forest Ave,Nashville,TN,37201,05/31/1988,(369) 830-3281,joseph.ramirez77@mail.com,HOME 9732 Forest Ave Nashville TN 37201,,,,,,,,,,,,100,Weekly,2022-11-05,100,68,01/13/2019,Main St Manufacturing,Plumber,2858 Ridgeway Dr,Nashville,TN,37201,(499) 496-5380,16 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1500,121,Employer,75000,Joseph Ramirez
2700078,FCS818-3226183,07/29/2024,03/02/2014,3000,1013,1987,1987,Clark,Matthew,792-60-9019,2429 3rd St,Boston,MA,2101,02/09/1974,(842) 624-7146,matthew.clark78@dummyemail.com,HOME 2429 3rd St Boston MA 02101,Lewis,Betty,887-21-7600,8547 Sunset Blvd,Nashville,TN,37201.0,HOME 8547 Sunset Blvd Nashville TN 37201,02/09/1973,(665) 699-6362,betty.lewis156@emailtest.org,100,Weekly,2021-05-26,100,93,01/08/2021,Acme Corp,Nurse,8856 Birch St,San Antonio,TX,78201,(639) 416-9105,8 years,PRIMARY OWNER INC,United Surety,1200,1120,Sister,75000,Matthew Clark
2700079,FCS679-9142618,11/02/2024,12/21/2011,1000,101,899,899,Sanchez,Christopher,570-12-3035,2688 Walnut St,Charlotte,NC,28201,01/23/1950,(638) 407-3161,christopher.sanchez79@testmail.com,HOME 2688 Walnut St Charlotte NC 28201,Lewis,Sandra,380-21-6905,4202 Pine Ave,Jacksonville,FL,32099.0,HOME 4202 Pine Ave Jacksonville FL 32099,08/13/1999,(864) 369-1848,sandra.lewis158@dummyemail.com,300,Weekly,2024-10-19,300,119,09/11/2020,St. Francis Sr. Residence (NLE),Teacher,117 Washington St,San Francisco,CA,94101,(279) 335-4705,16 years,UNITED LEGAL GROUP,"Financial Casualty & Surety, Inc.",500,356,Co-signer,50000,Christopher Sanchez
2700080,FCS980-8085252,10/27/2025,11/06/2013,6000,580,5420,5420,Gonzalez,Linda,191-23-2690,5233 Forest Ave,San Jose,CA,95101,04/21/1962,(591) 992-3181,linda.gonzalez80@mail.com,HOME 5233 Forest Ave San Jose CA 95101,Smith,Charles,724-93-3688,7310 Forest Ave,Detroit,MI,48201.0,HOME 7310 Forest Ave Detroit MI 48201,02/11/1959,(843) 966-3480,charles.smith160@dummyemail.com,500,Monthly,2021-05-13,500,459,01/03/2017,United Legal Group,Teacher,9759 Birch St,Jacksonville,FL,32099,(639) 522-3290,7 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",900,566,Sister,150000,Linda Gonzalez
2700081,FCS838-5780177,10/24/2025,06/27/2011,2500,841,1659,1659,Martin,Thomas,621-34-7418,4942 Oak St,San Diego,CA,92101,05/26/1994,(595) 315-4949,thomas.martin81@dummyemail.com,HOME 4942 Oak St San Diego CA 92101,,,,,,,,,,,,150,Weekly,2025-11-11,150,3,12/07/2019,Acme Corp,Driver,6437 3rd St,Columbus,OH,43085,(574) 759-3830,15 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",1800,138,Spouse,90000,Thomas Martin
2700082,FCS320-1668183,01/17/2024,10/24/2019,9000,4693,4307,4307,Thompson,Christopher,613-63-7939,6690 Pine Ave,Boston,MA,2101,02/20/1998,(750) 830-3501,christopher.thompson82@testmail.com,HOME 6690 Pine Ave Boston MA 02101,Taylor,John,308-29-9788,5453 Birch St,Denver,CO,80014.0,HOME 5453 Birch St Denver CO 80014,11/26/1996,(981) 865-2083,john.taylor164@testmail.com,400,Weekly,2025-08-16,400,122,07/13/2016,United Legal Group,Nurse,7218 Maple Ave,Charlotte,NC,28201,(826) 823-1901,9 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",500,362,Sibling,50000,Christopher Thompson
2700083,FCS267-9328426,11/06/2024,08/13/2022,9000,4247,4753,4753,Lopez,Jennifer,229-44-2934,580 Ridgeway Dr,Columbus,OH,43085,05/27/1974,(736) 265-5308,jennifer.lopez83@emailtest.org,HOME 580 Ridgeway Dr Columbus OH 43085,,,,,,,,,,,,500,Bi-Weekly,2023-09-29,500,184,07/03/2016,Global Services LLC,Waiter,2834 Forest Ave,Philadelphia,PA,19101,(461) 991-2685,18 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1800,5,Spouse,50000,Jennifer Lopez
2700084,FCS350-1771442,03/14/2025,01/18/2019,4500,1229,3271,3271,Robinson,Jennifer,136-80-7870,3778 Ridgeway Dr,San Diego,CA,92101,05/06/1987,(937) 527-5444,jennifer.robinson84@example.com,HOME 3778 Ridgeway Dr San Diego CA 92101,,,,,,,,,,,,150,Weekly,2024-08-26,150,13,11/22/2017,United Legal Group,Electrician,852 Birch St,Chicago,IL,60601,(676) 489-6090,10 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,1500,16,Co-signer,75000,Jennifer Robinson
2700085,FCS398-6098752,08/15/2025,04/29/2016,6000,3016,2984,2984,Thomas,Charles,891-35-9954,4116 Cedar Ln,New York,NY,10001,10/15/1986,(224) 438-9872,charles.thomas85@testmail.com,HOME 4116 Cedar Ln New York NY 10001,,,,,,,,,,,,100,Bi-Weekly,2020-11-19,100,97,04/03/2023,Global Services LLC,Accountant,1803 Washington St,Indianapolis,IN,46201,(443) 629-9061,1 years,OWNER NAME LLC,United Surety,500,22,Friend,150000,Charles Thomas
2700086,FCS522-7249378,02/28/2025,10/15/2012,12000,1565,10435,10435,Jones,Thomas,752-60-2226,9797 3rd St,Los Angeles,CA,90001,01/09/1989,(878) 333-4879,thomas.jones86@testmail.com,HOME 9797 3rd St Los Angeles CA 90001,Robinson,David,502-99-6345,5311 Walnut St,Dallas,TX,75201.0,HOME 5311 Walnut St Dallas TX 75201,12/15/1960,(276) 407-3230,david.robinson172@emailtest.org,150,Monthly,2021-06-21,150,42,12/03/2020,Global Services LLC,Receptionist,6760 Maple Ave,Seattle,WA,98101,(566) 988-4401,14 years,PRIMARY OWNER INC,Liberty Bonds Co.,1200,245,Parent,75000,Thomas Jones
2700087,FCS926-6103880,11/07/2025,06/01/2024,1000,220,780,780,Ramirez,Anthony,435-28-2494,4166 Forest Ave,Fort Worth,TX,76101,01/25/1996,(250) 893-5896,anthony.ramirez87@testmail.com,HOME 4166 Forest Ave Fort Worth TX 76101,,,,,,,,,,,,200,Monthly,2023-02-23,200,115,02/12/2022,Main St Manufacturing,Construction Worker,1651 Walnut St,Houston,TX,77001,(343) 324-1195,1 years,OWNER NAME LLC,ABC Insurance Co.,900,843,Sibling,90000,Anthony Ramirez
2700088,FCS802-2409947,07/05/2025,01/12/2024,2500,307,2193,2193,Williams,James,302-92-8265,2210 Pine Ave,Austin,TX,73301,12/28/1960,(243) 672-1829,james.williams88@mail.com,HOME 2210 Pine Ave Austin TX 73301,,,,,,,,,,,,400,Weekly,2023-02-03,400,254,03/18/2016,Global Services LLC,Sales Associate,2931 Forest Ave,San Antonio,TX,78201,(391) 481-5585,14 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",1800,1268,Sister,75000,James Williams
2700089,FCS762-5951043,04/10/2025,02/16/2020,9000,7848,1152,1152,Williams,Mary,386-59-3248,6968 Washington St,Boston,MA,2101,03/04/1997,(455) 845-9907,mary.williams89@example.com,HOME 6968 Washington St Boston MA 02101,,,,,,,,,,,,350,Bi-Weekly,2023-12-07,350,248,09/28/2019,Main St Manufacturing,Electrician,5369 Birch St,Dallas,TX,75201,(384) 226-6224,19 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",1200,119,Mother,150000,Mary Williams
2700090,FCS466-4905100,04/28/2024,02/17/2013,2000,1345,655,655,Rodriguez,Linda,646-17-4594,9532 Birch St,Jacksonville,FL,32099,08/02/1965,(380) 442-6210,linda.rodriguez90@testmail.com,HOME 9532 Birch St Jacksonville FL 32099,,,,,,,,,,,,100,Weekly,2024-10-21,100,45,04/01/2022,Main St Manufacturing,Driver,9325 Washington St,San Francisco,CA,94101,(755) 516-3876,15 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",500,119,Sister,75000,Linda Rodriguez
2700091,FCS120-9832340,03/20/2025,11/25/2010,3000,2515,485,485,Sanchez,Michael,233-53-3907,5401 Oak St,New York,NY,10001,04/03/1963,(800) 921-3320,michael.sanchez91@example.com,HOME 5401 Oak St New York NY 10001,,,,,,,,,,,,350,Monthly,2022-12-22,350,339,04/26/2020,Main St Manufacturing,Teacher,5614 Hillcrest Rd,Austin,TX,73301,(339) 361-8157,20 years,UNITED LEGAL GROUP,United Surety,900,724,Father,150000,Michael Sanchez
2700092,FCS905-6986539,07/02/2024,10/24/2025,12000,2872,9128,9128,Martinez,Richard,851-98-5825,2186 Elm St,Detroit,MI,48201,02/28/1950,(918) 786-7415,richard.martinez92@emailtest.org,HOME 2186 Elm St Detroit MI 48201,Hernandez,Karen,726-38-2705,8229 Cedar Ln,Austin,TX,73301.0,HOME 8229 Cedar Ln Austin TX 73301,12/24/1946,(443) 555-6234,karen.hernandez184@mail.com,150,Weekly,2024-08-20,150,85,11/21/2020,St. Francis Sr. Residence (NLE),Software Engineer,3535 Lakeview Dr,Nashville,TN,37201,(269) 558-5205,3 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",1500,897,Sibling,75000,Richard Martinez
