DefendantID,CustomersFirstName,CustomersLastName,CustomersAddress1,CustomersCity,CustomersState,CustomersZIP,TotalBilled,TotalReceived,AccountBalance
2705537,Mary,Thompson,2936 2nd St,Houston,TX,77001,1500,831,669
2705540,Charles,Garcia,8881 Sunset Blvd,Houston,TX,77001,12000,11730,270
2705541,Linda,Smith,5885 Lakeview Dr,Fort Worth,TX,76101,12000,838,11162
2705547,Matthew,Williams,4217 Oak St,San Antonio,TX,78201,1000,753,247
2705551,William,Thompson,4701 Spruce St,Fort Worth,TX,76101,1800,1701,99
2705558,David,Brown,6765 Ridgeway Dr,Fort Worth,TX,76101,3000,1120,1880
2705563,Matthew,Clark,2685 Maple Ave,Dallas,TX,75201,9000,3076,5924
2705567,Sarah,Robinson,2932 Maple Ave,El Paso,TX,79901,12000,6466,5534
2705579,Sandra,Lewis,3345 Spruce St,El Paso,TX,79901,2000,1043,957
2705585,Michael,Williams,844 Court St,Fort Worth,TX,76101,9000,516,8484
2705587,John,Gonzalez,9191 Washington St,El Paso,TX,79901,3000,1453,1547
2705597,Richard,Robinson,2108 Forest Ave,Houston,TX,77001,6000,3209,2791
2705600,Charles,Hernandez,885 Maple Ave,Houston,TX,77001,1500,1169,331
2705601,Barbara,Robinson,8088 Pine Ave,Dallas,TX,75201,6000,5833,167
2705603,Margaret,Sanchez,4972 2nd St,Fort Worth,TX,76101,1800,716,1084
2705605,Robert,Lopez,5196 Spruce St,Dallas,TX,75201,1000,817,183
2705617,Mary,Anderson,2070 Elm St,Houston,TX,77001,1500,1368,132
2705623,Patricia,Smith,2202 Pine Ave,Dallas,TX,75201,2000,1797,203
2705625,Michael,Lee,9923 Pine Ave,Fort Worth,TX,76101,1800,1140,660
2705628,Christopher,Davis,9045 Ridgeway Dr,Houston,TX,77001,6000,5053,947
2705634,Matthew,Perez,793 2nd St,San Antonio,TX,78201,1500,502,998
2705636,Lisa,Sanchez,7091 Spruce St,Houston,TX,77001,12000,2462,9538
2705639,Susan,White,4262 Walnut St,San Antonio,TX,78201,2500,2496,4
2705641,James,Brown,1805 Main St,El Paso,TX,79901,9000,6416,2584
2705642,Sarah,Hernandez,1343 Hillcrest Rd,Dallas,TX,75201,1800,1382,418
2705645,Jessica,Smith,9236 Walnut St,El Paso,TX,79901,4500,1534,2966
2705650,Daniel,Martin,9422 Washington St,Austin,TX,73301,3000,405,2595
2705656,John,Sanchez,6794 Cedar Ln,San Antonio,TX,78201,4500,973,3527
2705669,Betty,Sanchez,6131 Maple Ave,San Antonio,TX,78201,4500,1346,3154
2705671,Jessica,Anderson,1013 Spruce St,Fort Worth,TX,76101,6000,1720,4280
2705677,Sarah,Ramirez,8545 Spruce St,Fort Worth,TX,76101,2500,1315,1185
2705681,Susan,Rodriguez,476 Forest Ave,El Paso,TX,79901,12000,1814,10186
2705682,Sandra,Martinez,8754 Main St,Houston,TX,77001,2500,2488,12
2705683,Robert,Martinez,4603 Cedar Ln,El Paso,TX,79901,1500,759,741
2705684,Mary,Lopez,3681 Court St,Austin,TX,73301,3000,2359,641
2705687,Elizabeth,White,3539 2nd St,Fort Worth,TX,76101,12000,9193,2807
2705693,Patricia,Lewis,1699 Ridgeway Dr,Houston,TX,77001,1800,46,1754
2705695,Linda,Perez,5168 Elm St,Houston,TX,77001,3000,14,2986
2705696,Mary,Wilson,3210 Cherry Ln,Austin,TX,73301,1800,474,1326
2705699,Nancy,Hernandez,4770 Lakeview Dr,Houston,TX,77001,2000,809,1191
2705700,Matthew,Brown,9560 4th St,Fort Worth,TX,76101,3000,650,2350
2705704,John,Thomas,3072 Cherry Ln,Houston,TX,77001,1500,1228,272
2705705,Thomas,Taylor,5029 Washington St,San Antonio,TX,78201,4500,4054,446
2705707,Elizabeth,Moore,6758 Main St,Houston,TX,77001,12000,11698,302
2705708,Elizabeth,Gonzalez,1021 3rd St,Austin,TX,73301,2500,1687,813
2705709,Matthew,Johnson,7898 Maple Ave,Houston,TX,77001,6000,3977,2023
2705710,Nancy,Brown,355 Court St,Fort Worth,TX,76101,3000,846,2154
2705712,Betty,Lewis,1876 Lakeview Dr,Houston,TX,77001,2000,1511,489
2705713,Anthony,Williams,2171 Lakeview Dr,Houston,TX,77001,3000,2508,492
2705714,Anthony,Wilson,9070 Washington St,San Antonio,TX,78201,1500,1472,28
2705718,Mark,Smith,6795 Hillcrest Rd,Austin,TX,73301,3000,1438,1562
2705721,Margaret,Thomas,8131 Forest Ave,Fort Worth,TX,76101,4500,637,3863
2705733,Joseph,Thomas,2293 Ridgeway Dr,Houston,TX,77001,1000,951,49
2705740,John,Moore,2136 Court St,San Antonio,TX,78201,6000,4689,1311
2705751,Richard,Lee,7115 Spruce St,Austin,TX,73301,4500,2844,1656
2705753,Thomas,Smith,8501 Lakeview Dr,El Paso,TX,79901,3000,2167,833
2705754,James,Sanchez,6487 Birch St,El Paso,TX,79901,12000,5438,6562
2705761,Richard,Hernandez,7117 Walnut St,Austin,TX,73301,4500,1537,2963
2705767,Daniel,Martinez,9700 Sunset Blvd,Fort Worth,TX,76101,3000,979,2021
2705770,Thomas,Ramirez,973 Pine Ave,Dallas,TX,75201,2500,1314,1186
2705772,Charles,Martinez,2693 Lakeview Dr,Houston,TX,77001,6000,1904,4096
2705775,Joseph,Rodriguez,8350 Elm St,San Antonio,TX,78201,1800,621,1179
2705780,Jennifer,Wilson,3523 Birch St,Dallas,TX,75201,2000,427,1573
2705781,David,Rodriguez,2378 Hillcrest Rd,Fort Worth,TX,76101,1500,603,897
2705786,Michael,Thompson,2011 Oak St,El Paso,TX,79901,3000,1236,1764
2705787,Mary,Lee,6327 Pine Ave,Fort Worth,TX,76101,1000,54,946
2705788,James,Thomas,7966 Forest Ave,Dallas,TX,75201,2500,1287,1213
2705796,Margaret,Perez,4850 Cherry Ln,El Paso,TX,79901,2000,1813,187
2705802,Mark,Rodriguez,8053 Pine Ave,Dallas,TX,75201,12000,1368,10632
2705804,Linda,Brown,6127 Main St,Fort Worth,TX,76101,3000,2202,798
2705806,Anthony,Thomas,9051 2nd St,Austin,TX,73301,2500,2375,125
2705811,Thomas,Moore,1047 3rd St,San Antonio,TX,78201,4500,981,3519
2705816,James,Johnson,6155 Forest Ave,Houston,TX,77001,9000,2863,6137
2705818,Barbara,Jackson,638 Lakeview Dr,Austin,TX,73301,1000,482,518
2705819,Margaret,Thomas,9949 Washington St,Fort Worth,TX,76101,1000,397,603
2705823,James,Williams,7585 Lakeview Dr,Austin,TX,73301,12000,3688,8312
2705824,Susan,Johnson,103 Birch St,Austin,TX,73301,9000,6752,2248
2705828,Jessica,Robinson,4994 Main St,El Paso,TX,79901,3000,2103,897
2705829,Michael,Moore,3324 Cherry Ln,Houston,TX,77001,6000,2473,3527
2705843,John,Hernandez,4177 Court St,Houston,TX,77001,1500,204,1296
2705845,Linda,Sanchez,6156 Forest Ave,San Antonio,TX,78201,1500,1189,311
2705847,Robert,Brown,8485 Cedar Ln,Fort Worth,TX,76101,3000,1724,1276
2705851,James,White,6840 Hillcrest Rd,Houston,TX,77001,12000,11667,333
2705853,Thomas,Robinson,1925 Pine Ave,Fort Worth,TX,76101,1000,649,351
2705857,James,Brown,8993 Maple Ave,Austin,TX,73301,6000,5769,231
2705863,William,Johnson,3657 Cedar Ln,Austin,TX,73301,4500,3869,631
2705867,Karen,Ramirez,9713 Cedar Ln,San Antonio,TX,78201,3000,2619,381
2705868,William,Thompson,8962 Oak St,Houston,TX,77001,3000,178,2822
2705871,Sandra,Moore,7269 Washington St,Austin,TX,73301,1800,883,917
2705873,Charles,White,8525 Cherry Ln,Austin,TX,73301,2000,161,1839
2705877,Elizabeth,Rodriguez,3412 Forest Ave,El Paso,TX,79901,6000,3556,2444
2705880,Lisa,Lopez,6926 3rd St,Dallas,TX,75201,9000,6345,2655
2705884,Nancy,Thomas,4014 3rd St,Dallas,TX,75201,3000,2822,178
2705890,Michael,Miller,4661 Court St,Houston,TX,77001,12000,4544,7456
2705891,Sandra,Wilson,5280 Birch St,Fort Worth,TX,76101,1500,961,539
2705894,Susan,Harris,4640 Main St,Austin,TX,73301,4500,1525,2975
2705901,James,Lopez,2293 Lakeview Dr,Fort Worth,TX,76101,1500,145,1355
2705905,Richard,Martin,1837 Hillcrest Rd,San Antonio,TX,78201,2000,1981,19
2705909,Mark,Sanchez,4674 Hillcrest Rd,Dallas,TX,75201,6000,2883,3117
2705910,Jennifer,Perez,7923 3rd St,El Paso,TX,79901,2500,1431,1069
2705911,David,Martin,9188 4th St,Austin,TX,73301,3000,1472,1528
2705914,Michael,Garcia,3154 3rd St,Austin,TX,73301,3000,1162,1838
2705927,Linda,Moore,6870 Forest Ave,Houston,TX,77001,4500,1577,2923
2705928,Charles,Brown,2748 3rd St,Austin,TX,73301,4500,1581,2919
2705934,Jennifer,Harris,3254 Ridgeway Dr,Fort Worth,TX,76101,1000,363,637
2705936,Lisa,Davis,8271 Elm St,El Paso,TX,79901,9000,1437,7563
2705937,Betty,Johnson,4573 Maple Ave,Houston,TX,77001,1000,601,399
2705941,Mary,Williams,8658 Sunset Blvd,Austin,TX,73301,2500,1921,579
2705944,Anthony,Clark,7121 2nd St,Austin,TX,73301,1000,987,13
2705949,Charles,Anderson,2989 Washington St,Dallas,TX,75201,4500,921,3579
2705950,William,Lewis,8403 Walnut St,San Antonio,TX,78201,4500,1762,2738
2705951,James,Ramirez,9505 Sunset Blvd,Houston,TX,77001,2000,1486,514
2705952,Matthew,Taylor,7607 Birch St,El Paso,TX,79901,1800,1125,675
2705956,Anthony,Martin,3946 Cedar Ln,Houston,TX,77001,6000,465,5535
2705958,Karen,Rodriguez,1993 Court St,Dallas,TX,75201,12000,8716,3284
2705960,Elizabeth,Harris,4594 Sunset Blvd,Fort Worth,TX,76101,1000,839,161
2705967,Robert,Garcia,3241 Forest Ave,San Antonio,TX,78201,4500,3511,989
2705971,Christopher,Lewis,8664 3rd St,San Antonio,TX,78201,2500,2337,163
2705973,Elizabeth,Miller,8840 Main St,Houston,TX,77001,3000,1863,1137
2705988,Mary,Smith,7539 3rd St,Houston,TX,77001,6000,845,5155
2705995,Michael,Harris,8245 Walnut St,Fort Worth,TX,76101,12000,2660,9340
2706003,Daniel,Hernandez,6025 Washington St,Fort Worth,TX,76101,4500,4442,58
2706015,Thomas,Ramirez,1761 4th St,El Paso,TX,79901,1000,724,276
2706021,Matthew,Brown,3600 Lakeview Dr,Fort Worth,TX,76101,2500,1666,834
2706026,Jennifer,Hernandez,771 Main St,Fort Worth,TX,76101,1800,502,1298
2706032,Barbara,Martin,1310 Birch St,Austin,TX,73301,1800,156,1644
2706035,Robert,Harris,1616 3rd St,Houston,TX,77001,4500,3116,1384
2706036,Mark,Harris,9703 4th St,Fort Worth,TX,76101,12000,4455,7545
2706037,Thomas,Rodriguez,7932 Maple Ave,Fort Worth,TX,76101,4500,1329,3171
2706040,Daniel,Clark,6419 Elm St,San Antonio,TX,78201,1000,924,76
2706045,Margaret,Garcia,4399 3rd St,Houston,TX,77001,1500,730,770
2706048,Sandra,Johnson,5426 Sunset Blvd,Houston,TX,77001,1800,948,852
2706057,Christopher,Brown,8329 4th St,El Paso,TX,79901,2000,1496,504
2706058,Betty,Davis,149 3rd St,Dallas,TX,75201,3000,2010,990
2706061,Jessica,Martinez,8767 Lakeview Dr,El Paso,TX,79901,1000,131,869
2706068,Mark,Ramirez,432 Washington St,Houston,TX,77001,9000,814,8186
2706069,David,Garcia,9818 Spruce St,Austin,TX,73301,2500,169,2331
2706071,Thomas,Lewis,5331 Main St,Austin,TX,73301,1800,711,1089
2706072,Mary,Hernandez,6666 Forest Ave,El Paso,TX,79901,1000,632,368
2706074,James,Moore,9621 4th St,Austin,TX,73301,9000,7253,1747
2706075,Betty,Jackson,2780 Oak St,Fort Worth,TX,76101,6000,1272,4728
2706076,Daniel,White,7785 Washington St,El Paso,TX,79901,2500,2243,257
2706079,Anthony,Martinez,8840 Ridgeway Dr,Austin,TX,73301,4500,950,3550
2706080,Barbara,Robinson,2614 Forest Ave,Austin,TX,73301,4500,1804,2696
2706082,Margaret,Sanchez,8729 Elm St,Dallas,TX,75201,3000,2020,980
2706085,Margaret,Gonzalez,299 4th St,Austin,TX,73301,3000,2045,955
2706086,Anthony,Perez,2665 3rd St,San Antonio,TX,78201,1500,299,1201
2706088,William,Smith,7074 Maple Ave,El Paso,TX,79901,9000,7025,1975
2706089,Thomas,Clark,2708 Hillcrest Rd,Houston,TX,77001,2500,1200,1300
2706096,Barbara,Anderson,5206 Elm St,El Paso,TX,79901,6000,3241,2759
2706097,James,Perez,8595 Pine Ave,El Paso,TX,79901,6000,5853,147
2706111,Jessica,White,3683 Ridgeway Dr,El Paso,TX,79901,1000,494,506
2706114,Elizabeth,Jones,7744 4th St,Houston,TX,77001,9000,774,8226
2706120,Nancy,Moore,2973 Main St,San Antonio,TX,78201,1800,1210,590
2706122,Thomas,Sanchez,4894 Forest Ave,Fort Worth,TX,76101,1800,550,1250
2706123,Daniel,Harris,9372 Main St,Fort Worth,TX,76101,2500,196,2304
2706124,Betty,Thompson,4685 Pine Ave,Dallas,TX,75201,2000,1361,639
2706126,Daniel,Martin,9497 Court St,Houston,TX,77001,2000,228,1772
2706133,James,Martin,9616 Spruce St,Fort Worth,TX,76101,4500,2443,2057
2706134,Susan,Brown,2753 Elm St,El Paso,TX,79901,9000,7904,1096
2706135,Sarah,Clark,2255 3rd St,San Antonio,TX,78201,2500,131,2369
2706138,James,Anderson,8331 4th St,Austin,TX,73301,6000,2786,3214
2706140,Sandra,Robinson,1780 Main St,El Paso,TX,79901,1500,1161,339
2706150,Thomas,Lopez,161 Elm St,Dallas,TX,75201,4500,3020,1480
2706151,Mark,Anderson,5251 Spruce St,Fort Worth,TX,76101,3000,2382,618
2706152,Charles,Sanchez,9377 Cedar Ln,El Paso,TX,79901,3000,1380,1620
2706153,Mark,Lee,4167 Cherry Ln,Fort Worth,TX,76101,1500,351,1149
2706169,Linda,Martin,2968 2nd St,San Antonio,TX,78201,1800,783,1017
2706175,Linda,Perez,5702 Main St,Dallas,TX,75201,9000,8151,849
2706176,Lisa,Sanchez,9371 Birch St,San Antonio,TX,78201,2500,1633,867
2706177,Karen,Martin,4700 Oak St,El Paso,TX,79901,4500,607,3893
2706181,Elizabeth,Martinez,1632 4th St,Fort Worth,TX,76101,1800,334,1466
2706182,Matthew,Sanchez,7218 2nd St,Dallas,TX,75201,2000,1298,702
2706196,Patricia,Lopez,5583 Elm St,Dallas,TX,75201,1800,1191,609
2706197,Barbara,Williams,4089 Sunset Blvd,Fort Worth,TX,76101,6000,1316,4684
2706199,Betty,Smith,7859 Ridgeway Dr,El Paso,TX,79901,3000,1444,1556
2706205,Anthony,Anderson,3940 Pine Ave,Fort Worth,TX,76101,3000,1429,1571
2706207,Mary,Wilson,8283 Court St,El Paso,TX,79901,9000,3899,5101
2706212,Thomas,Wilson,3945 Sunset Blvd,Fort Worth,TX,76101,9000,862,8138
2706221,David,Hernandez,5421 Cherry Ln,Austin,TX,73301,6000,2594,3406
2706228,Thomas,Lopez,1478 Elm St,Fort Worth,TX,76101,4500,713,3787
2706265,Mark,Johnson,111 Lakeview Dr,El Paso,TX,79901,12000,10445,1555
2706271,John,Johnson,8494 Hillcrest Rd,San Antonio,TX,78201,3000,1992,1008
2706289,William,Perez,3883 Hillcrest Rd,El Paso,TX,79901,1500,503,997
2706299,Barbara,Martinez,8859 Birch St,Houston,TX,77001,9000,6977,2023
2706302,John,Wilson,1270 Sunset Blvd,Fort Worth,TX,76101,12000,9036,2964
2706305,Barbara,Moore,9985 Elm St,Houston,TX,77001,2500,1458,1042
2706317,Sandra,Lee,9188 Birch St,Dallas,TX,75201,9000,8717,283
2706320,Linda,Hernandez,2639 Walnut St,Dallas,TX,75201,9000,7449,1551
2706323,Thomas,Ramirez,8409 Oak St,El Paso,TX,79901,1000,748,252
2706326,Jennifer,Robinson,4658 Birch St,Houston,TX,77001,1000,688,312
2706329,Susan,Johnson,6948 Lakeview Dr,Austin,TX,73301,2000,349,1651
2706330,Matthew,White,1738 2nd St,Dallas,TX,75201,9000,2105,6895
2706347,Matthew,Moore,3522 Main St,El Paso,TX,79901,3000,1971,1029
2706349,William,Moore,9797 2nd St,Houston,TX,77001,1800,478,1322
2706351,Mark,Gonzalez,2896 Court St,Fort Worth,TX,76101,1500,984,516
2706358,Robert,Jones,3913 Spruce St,Fort Worth,TX,76101,12000,3878,8122
2706359,Joseph,Jackson,8129 Cedar Ln,Houston,TX,77001,3000,1841,1159
2706373,Daniel,Martinez,5475 Elm St,Houston,TX,77001,3000,1047,1953
2706381,Thomas,Miller,7347 Oak St,Fort Worth,TX,76101,2000,1558,442
2706382,Sandra,Clark,252 3rd St,Houston,TX,77001,2000,115,1885
2706384,Christopher,Thompson,6629 Maple Ave,Dallas,TX,75201,4500,2232,2268
2706386,Thomas,White,1678 Cedar Ln,Fort Worth,TX,76101,3000,2931,69
2706390,Lisa,Smith,1953 Hillcrest Rd,Houston,TX,77001,9000,4895,4105
2706392,Susan,Hernandez,155 Walnut St,Austin,TX,73301,2500,1124,1376
2706398,Mark,Lopez,2663 Pine Ave,El Paso,TX,79901,2000,586,1414
2706400,Anthony,Davis,9849 Cedar Ln,Fort Worth,TX,76101,6000,2755,3245
2706404,John,Miller,9439 Spruce St,San Antonio,TX,78201,1800,904,896
2706405,Linda,Thomas,990 Ridgeway Dr,Dallas,TX,75201,1500,1490,10
2706416,Mary,Miller,1282 Maple Ave,Houston,TX,77001,4500,2215,2285
2706419,Mary,Wilson,8733 Cedar Ln,El Paso,TX,79901,9000,841,8159
2706423,Mark,Smith,7494 Forest Ave,Fort Worth,TX,76101,4500,2231,2269
2706424,Mark,Jones,9713 Maple Ave,El Paso,TX,79901,2500,1430,1070
2706436,Nancy,Miller,3745 Pine Ave,Fort Worth,TX,76101,2500,1824,676
2706442,Barbara,Taylor,5333 2nd St,Houston,TX,77001,12000,8537,3463
2706446,David,Miller,1082 Forest Ave,Houston,TX,77001,9000,5144,3856
2706452,Barbara,Miller,8166 Cherry Ln,Houston,TX,77001,4500,1576,2924
2706468,Christopher,Hernandez,9305 Ridgeway Dr,Houston,TX,77001,9000,1758,7242
2706474,James,Lewis,4432 Court St,Dallas,TX,75201,2500,1117,1383
2706478,Patricia,Clark,760 Birch St,Austin,TX,73301,2500,543,1957
2706479,Jennifer,Miller,4163 Forest Ave,San Antonio,TX,78201,3000,2789,211
2706488,Richard,Robinson,2836 Cherry Ln,El Paso,TX,79901,1500,846,654
2706490,Jessica,Sanchez,3561 Cedar Ln,San Antonio,TX,78201,2500,409,2091
2706496,Lisa,Gonzalez,719 Elm St,Fort Worth,TX,76101,1500,1133,367
2706499,Michael,White,5387 Birch St,Dallas,TX,75201,9000,772,8228
2706509,Patricia,White,3647 Spruce St,Houston,TX,77001,12000,8365,3635
2706513,Karen,Taylor,706 4th St,El Paso,TX,79901,12000,11176,824
2706518,Barbara,Thomas,751 Birch St,Houston,TX,77001,4500,3624,876
2706520,Mary,Lopez,5050 Court St,Austin,TX,73301,9000,8112,888
2706523,Mark,Lee,3026 Lakeview Dr,Austin,TX,73301,1800,172,1628
2706531,Lisa,Williams,7247 Sunset Blvd,Houston,TX,77001,12000,9394,2606
2706532,Matthew,Anderson,6782 Sunset Blvd,El Paso,TX,79901,1800,1371,429
2706533,Jessica,Martinez,2556 Pine Ave,Austin,TX,73301,1800,394,1406
2706536,Nancy,Martin,6859 Walnut St,Houston,TX,77001,9000,1558,7442
2706541,Sarah,Moore,7653 Court St,El Paso,TX,79901,2500,974,1526
2706547,Jennifer,Robinson,2938 Birch St,Austin,TX,73301,2000,699,1301
2706549,William,Wilson,828 Washington St,El Paso,TX,79901,2500,340,2160
2706551,Mary,Brown,3896 Hillcrest Rd,El Paso,TX,79901,4500,4212,288
2706552,Lisa,Harris,7191 Washington St,San Antonio,TX,78201,9000,3625,5375
2706557,Anthony,Miller,1305 Walnut St,Dallas,TX,75201,9000,6897,2103
2706559,Barbara,Rodriguez,6850 Spruce St,Austin,TX,73301,12000,4063,7937
2706575,Linda,Moore,1685 Spruce St,Austin,TX,73301,6000,3368,2632
2706580,Margaret,Johnson,4945 Maple Ave,Houston,TX,77001,1000,817,183
2706582,Robert,Rodriguez,6968 Sunset Blvd,Dallas,TX,75201,6000,3252,2748
2706587,Lisa,Ramirez,5441 Birch St,Houston,TX,77001,3000,1775,1225
2706592,Robert,Miller,3472 Elm St,Dallas,TX,75201,12000,11468,532
2706597,Karen,Thompson,6079 Oak St,Fort Worth,TX,76101,1000,567,433
2706600,John,Johnson,5766 4th St,Dallas,TX,75201,1500,680,820
2706604,Richard,Moore,1020 4th St,Dallas,TX,75201,6000,5671,329
2706606,Anthony,Harris,4758 Hillcrest Rd,Austin,TX,73301,6000,5070,930
2706607,Linda,Johnson,5670 4th St,Fort Worth,TX,76101,3000,2099,901
2706610,Patricia,Lewis,8012 Cherry Ln,Austin,TX,73301,1800,969,831
2706619,Mary,Martinez,5296 Walnut St,Dallas,TX,75201,1000,226,774
2706621,Susan,Ramirez,757 Court St,Houston,TX,77001,6000,2781,3219
2706622,Matthew,Hernandez,6303 4th St,Houston,TX,77001,2500,1700,800
2706625,Charles,Thomas,6153 3rd St,Dallas,TX,75201,6000,5922,78
2706629,Susan,Sanchez,8198 Birch St,Fort Worth,TX,76101,2500,292,2208
2706630,Matthew,Thompson,198 Forest Ave,Dallas,TX,75201,4500,4369,131
2706632,Jennifer,Anderson,1602 Cherry Ln,Houston,TX,77001,9000,7278,1722
2706633,Nancy,Wilson,6072 Hillcrest Rd,Austin,TX,73301,2500,192,2308
2706634,Daniel,Smith,6194 3rd St,Houston,TX,77001,3000,1141,1859
2706639,Anthony,Johnson,8521 4th St,Fort Worth,TX,76101,3000,2934,66
2706645,William,Martinez,1091 Cherry Ln,El Paso,TX,79901,1000,348,652
2706656,Sarah,Ramirez,8276 Court St,Houston,TX,77001,2000,1347,653
2706660,Robert,Moore,8970 Hillcrest Rd,San Antonio,TX,78201,4500,3066,1434
2706664,Betty,Jones,6265 Lakeview Dr,Austin,TX,73301,9000,1281,7719
2706665,Michael,Johnson,8540 Main St,Houston,TX,77001,1000,865,135
2706666,Joseph,Perez,9963 Elm St,Fort Worth,TX,76101,2000,1172,828
2706667,Jennifer,Anderson,7912 Oak St,Houston,TX,77001,2000,1522,478
2706670,Anthony,Martin,2448 Spruce St,Houston,TX,77001,6000,925,5075
2706679,Michael,Hernandez,1258 3rd St,El Paso,TX,79901,1000,848,152
2706682,Mark,Rodriguez,7311 Sunset Blvd,Fort Worth,TX,76101,4500,1074,3426
2706683,Richard,Jackson,9363 Lakeview Dr,San Antonio,TX,78201,9000,1586,7414
2706690,Matthew,Harris,1178 Cherry Ln,El Paso,TX,79901,12000,10032,1968
2706693,Joseph,Perez,7983 Spruce St,Houston,TX,77001,1800,1707,93
2706694,Betty,Moore,8437 Sunset Blvd,Fort Worth,TX,76101,1000,807,193
2706697,Lisa,Thompson,7545 Elm St,Austin,TX,73301,4500,43,4457
2706700,Karen,Ramirez,3870 Washington St,Houston,TX,77001,3000,370,2630
2706701,Betty,Brown,7912 Birch St,Fort Worth,TX,76101,9000,7375,1625
2706703,Michael,Miller,7239 Pine Ave,Houston,TX,77001,9000,4392,4608
2706706,Jennifer,Robinson,3560 Washington St,El Paso,TX,79901,12000,11387,613
2706707,Mary,Martinez,9427 Walnut St,Houston,TX,77001,3000,1239,1761
2706710,Sandra,Robinson,8595 Main St,Fort Worth,TX,76101,1000,628,372
2706711,Nancy,Lee,2069 Forest Ave,Fort Worth,TX,76101,1800,1071,729
2706725,Anthony,Wilson,5041 Sunset Blvd,Houston,TX,77001,3000,2681,319
2706727,James,Smith,8483 Walnut St,Dallas,TX,75201,1500,1020,480
2706729,Robert,Gonzalez,4638 Cedar Ln,El Paso,TX,79901,12000,8032,3968
2706737,Charles,Clark,8440 2nd St,Austin,TX,73301,9000,1756,7244
2706738,Thomas,Martin,8450 Ridgeway Dr,Austin,TX,73301,1800,1485,315
2706743,Mary,Robinson,9774 Pine Ave,El Paso,TX,79901,2500,2073,427
2706744,Margaret,Perez,1567 Walnut St,Fort Worth,TX,76101,2000,846,1154
2706748,John,Smith,8993 Cherry Ln,San Antonio,TX,78201,9000,4610,4390
2706749,Margaret,Johnson,3406 Pine Ave,El Paso,TX,79901,9000,378,8622
2706750,Betty,Lopez,8371 Pine Ave,Fort Worth,TX,76101,12000,4492,7508
2706753,Richard,Jones,2257 3rd St,Fort Worth,TX,76101,6000,3207,2793
2706762,Daniel,Moore,3202 Oak St,Fort Worth,TX,76101,12000,6364,5636
2706764,Sandra,Robinson,3491 Cedar Ln,San Antonio,TX,78201,4500,2429,2071
2706766,Michael,Robinson,3854 Main St,San Antonio,TX,78201,1000,725,275
2706767,Patricia,Hernandez,2552 Lakeview Dr,Austin,TX,73301,9000,671,8329
2706770,Mark,Thomas,7484 4th St,El Paso,TX,79901,4500,3290,1210
2706771,Barbara,Smith,2060 Hillcrest Rd,Houston,TX,77001,2000,335,1665
2706775,Charles,Martinez,657 Court St,Austin,TX,73301,9000,5266,3734
2706777,Nancy,Anderson,1547 Lakeview Dr,Austin,TX,73301,3000,1136,1864
2706780,Mark,Miller,8124 Cherry Ln,Dallas,TX,75201,1800,1587,213
2706786,William,Clark,8969 Oak St,San Antonio,TX,78201,12000,8193,3807
2706794,Jessica,Martinez,5825 Walnut St,San Antonio,TX,78201,2500,64,2436
2706798,Lisa,Lopez,2333 Washington St,San Antonio,TX,78201,2500,194,2306
2706800,Nancy,Davis,157 Forest Ave,Austin,TX,73301,1000,619,381
2706809,Joseph,Moore,9750 2nd St,Dallas,TX,75201,3000,512,2488
2706812,Daniel,Harris,1491 Cedar Ln,Fort Worth,TX,76101,9000,6976,2024
2706814,Daniel,Thomas,7554 Washington St,Fort Worth,TX,76101,3000,2334,666
2706818,Matthew,Johnson,5105 Ridgeway Dr,El Paso,TX,79901,2000,1519,481
2706837,David,Sanchez,9701 Forest Ave,El Paso,TX,79901,6000,965,5035
2706842,Matthew,Williams,9524 Court St,Fort Worth,TX,76101,4500,2935,1565
2706845,Charles,White,8208 Court St,Fort Worth,TX,76101,2500,1310,1190
2706849,Thomas,Brown,4745 Lakeview Dr,San Antonio,TX,78201,4500,538,3962
2706854,William,Gonzalez,2734 Ridgeway Dr,Austin,TX,73301,12000,4670,7330
2706858,David,Perez,4993 Lakeview Dr,San Antonio,TX,78201,2000,167,1833
2706860,Elizabeth,Hernandez,3413 Elm St,Houston,TX,77001,3000,2189,811
2706865,Christopher,Harris,6843 Hillcrest Rd,El Paso,TX,79901,4500,780,3720
2706870,John,Moore,8799 Elm St,Austin,TX,73301,4500,3678,822
2706878,John,Hernandez,8438 Lakeview Dr,Houston,TX,77001,3000,2432,568
2706879,Margaret,Williams,6421 Washington St,San Antonio,TX,78201,3000,1313,1687
2706884,Charles,Thomas,9266 Spruce St,Houston,TX,77001,1800,163,1637
2706889,John,Garcia,2892 Cedar Ln,Austin,TX,73301,2000,423,1577
2706901,Robert,Martin,2600 Walnut St,Austin,TX,73301,9000,8358,642
2706903,Thomas,Ramirez,6639 Lakeview Dr,Dallas,TX,75201,4500,1908,2592
2706906,David,Gonzalez,9760 Elm St,Houston,TX,77001,12000,10797,1203
2706913,Robert,Perez,8242 Washington St,Fort Worth,TX,76101,1800,1482,318
2706919,Joseph,Lee,4439 Elm St,El Paso,TX,79901,3000,1162,1838
2706920,Michael,Lewis,9113 Maple Ave,Houston,TX,77001,2000,1562,438
2706928,William,Hernandez,765 Maple Ave,San Antonio,TX,78201,2000,944,1056
2706939,Jessica,Perez,8066 Court St,Houston,TX,77001,2000,1005,995
